plan_id,user_id,target_tabungan,batas_pengeluaran_kategori,tenggat_waktu
PLAN_4c5423cf,USER_02809,938464,"{""Food Delivery"": 810000, ""Coffee Shop"": 270000, ""Movie Ticket"": 270000, ""Gaming"": 270000}",2023-08-31
PLAN_a0770586,USER_08127,2191639,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_b301ad69,USER_02847,902563,"{""Food Delivery"": 840000, ""Coffee Shop"": 280000, ""Movie Ticket"": 280000, ""Gaming"": 280000}",2023-08-31
PLAN_afbd5d6b,USER_01038,1135680,"{""Food Delivery"": 1200000, ""Coffee Shop"": 400000, ""Movie Ticket"": 400000, ""Gaming"": 400000}",2023-08-31
PLAN_cbd7d97a,USER_06610,1335072,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_78909df6,USER_04050,1166136,"{""Food Delivery"": 1290000, ""Coffee Shop"": 430000, ""Movie Ticket"": 430000, ""Gaming"": 430000}",2023-08-31
PLAN_623b2fde,USER_00394,2478563,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_e428e6c9,USER_08128,770939,"{""Food Delivery"": 1140000, ""Coffee Shop"": 380000, ""Movie Ticket"": 380000, ""Gaming"": 380000}",2023-08-31
PLAN_d16f3354,USER_08366,1640626,"{""Food Delivery"": 2205000, ""Coffee Shop"": 735000, ""Movie Ticket"": 735000, ""Gaming"": 735000}",2023-08-31
PLAN_a5e0e5eb,USER_07001,1349343,"{""Food Delivery"": 1935000, ""Coffee Shop"": 645000, ""Movie Ticket"": 645000, ""Gaming"": 645000}",2023-08-31
PLAN_3b245ed0,USER_00788,707695,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_57bea53f,USER_00387,834957,"{""Food Delivery"": 675000, ""Coffee Shop"": 225000, ""Movie Ticket"": 225000, ""Gaming"": 225000}",2023-08-31
PLAN_aa0c8d26,USER_03053,2538450,"{""Food Delivery"": 2235000, ""Coffee Shop"": 745000, ""Movie Ticket"": 745000, ""Gaming"": 745000}",2023-08-31
PLAN_9d8e4d17,USER_06171,751828,"{""Food Delivery"": 765000, ""Coffee Shop"": 255000, ""Movie Ticket"": 255000, ""Gaming"": 255000}",2023-08-31
PLAN_d38f83a2,USER_04843,1251530,"{""Food Delivery"": 1710000, ""Coffee Shop"": 570000, ""Movie Ticket"": 570000, ""Gaming"": 570000}",2023-08-31
PLAN_4251b5bf,USER_06243,1238041,"{""Food Delivery"": 1245000, ""Coffee Shop"": 415000, ""Movie Ticket"": 415000, ""Gaming"": 415000}",2023-08-31
PLAN_8ed12848,USER_06832,736735,"{""Food Delivery"": 750000, ""Coffee Shop"": 250000, ""Movie Ticket"": 250000, ""Gaming"": 250000}",2023-08-31
PLAN_2e44b560,USER_06352,1184933,"{""Food Delivery"": 1515000, ""Coffee Shop"": 505000, ""Movie Ticket"": 505000, ""Gaming"": 505000}",2023-08-31
PLAN_4dce5ba8,USER_09538,2036069,"{""Food Delivery"": 2130000, ""Coffee Shop"": 710000, ""Movie Ticket"": 710000, ""Gaming"": 710000}",2023-08-31
PLAN_2fb7a8c0,USER_06453,629327,"{""Food Delivery"": 675000, ""Coffee Shop"": 225000, ""Movie Ticket"": 225000, ""Gaming"": 225000}",2023-08-31
PLAN_15beeed0,USER_00926,1421948,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_161219a3,USER_07860,2419938,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_1d57cc07,USER_00789,627182,"{""Food Delivery"": 900000, ""Coffee Shop"": 300000, ""Movie Ticket"": 300000, ""Gaming"": 300000}",2023-08-31
PLAN_80f93336,USER_05480,975974,"{""Food Delivery"": 1065000, ""Coffee Shop"": 355000, ""Movie Ticket"": 355000, ""Gaming"": 355000}",2023-08-31
PLAN_adb6f058,USER_02316,1674635,"{""Food Delivery"": 1545000, ""Coffee Shop"": 515000, ""Movie Ticket"": 515000, ""Gaming"": 515000}",2023-08-31
PLAN_906a6735,USER_09204,916913,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_a05c80ad,USER_05813,1633711,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_b4fc7d6a,USER_03578,1044976,"{""Food Delivery"": 945000, ""Coffee Shop"": 315000, ""Movie Ticket"": 315000, ""Gaming"": 315000}",2023-08-31
PLAN_2bd70f4c,USER_03310,441915,"{""Food Delivery"": 570000, ""Coffee Shop"": 190000, ""Movie Ticket"": 190000, ""Gaming"": 190000}",2023-08-31
PLAN_6bcc73a4,USER_06891,1177625,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_7a543b02,USER_07513,656967,"{""Food Delivery"": 600000, ""Coffee Shop"": 200000, ""Movie Ticket"": 200000, ""Gaming"": 200000}",2023-08-31
PLAN_8867371d,USER_04754,1283139,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_91042e7a,USER_09794,618452,"{""Food Delivery"": 585000, ""Coffee Shop"": 195000, ""Movie Ticket"": 195000, ""Gaming"": 195000}",2023-08-31
PLAN_4b610a60,USER_06161,2231264,"{""Food Delivery"": 1725000, ""Coffee Shop"": 575000, ""Movie Ticket"": 575000, ""Gaming"": 575000}",2023-08-31
PLAN_9a40bdf9,USER_04601,2363211,"{""Food Delivery"": 2250000, ""Coffee Shop"": 750000, ""Movie Ticket"": 750000, ""Gaming"": 750000}",2023-08-31
PLAN_85e17c0c,USER_03936,638558,"{""Food Delivery"": 690000, ""Coffee Shop"": 230000, ""Movie Ticket"": 230000, ""Gaming"": 230000}",2023-08-31
PLAN_5f34562c,USER_06480,1593989,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_348c35e2,USER_05351,1122854,"{""Food Delivery"": 1155000, ""Coffee Shop"": 385000, ""Movie Ticket"": 385000, ""Gaming"": 385000}",2023-08-31
PLAN_e6c4b8e1,USER_07068,1251949,"{""Food Delivery"": 1215000, ""Coffee Shop"": 405000, ""Movie Ticket"": 405000, ""Gaming"": 405000}",2023-08-31
PLAN_ff947dbe,USER_08989,2718050,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_62b3978c,USER_09015,748495,"{""Food Delivery"": 810000, ""Coffee Shop"": 270000, ""Movie Ticket"": 270000, ""Gaming"": 270000}",2023-08-31
PLAN_21506ff1,USER_01749,980595,"{""Food Delivery"": 750000, ""Coffee Shop"": 250000, ""Movie Ticket"": 250000, ""Gaming"": 250000}",2023-08-31
PLAN_761de755,USER_01505,2476955,"{""Food Delivery"": 1950000, ""Coffee Shop"": 650000, ""Movie Ticket"": 650000, ""Gaming"": 650000}",2023-08-31
PLAN_0fa80cdb,USER_05752,1566486,"{""Food Delivery"": 1965000, ""Coffee Shop"": 655000, ""Movie Ticket"": 655000, ""Gaming"": 655000}",2023-08-31
PLAN_358491d0,USER_08811,1518493,"{""Food Delivery"": 2130000, ""Coffee Shop"": 710000, ""Movie Ticket"": 710000, ""Gaming"": 710000}",2023-08-31
PLAN_4783d112,USER_03874,1034731,"{""Food Delivery"": 1410000, ""Coffee Shop"": 470000, ""Movie Ticket"": 470000, ""Gaming"": 470000}",2023-08-31
PLAN_31a9fb21,USER_05381,936764,"{""Food Delivery"": 1380000, ""Coffee Shop"": 460000, ""Movie Ticket"": 460000, ""Gaming"": 460000}",2023-08-31
PLAN_ddcd0b10,USER_09135,1291442,"{""Food Delivery"": 1770000, ""Coffee Shop"": 590000, ""Movie Ticket"": 590000, ""Gaming"": 590000}",2023-08-31
PLAN_ec124d09,USER_01085,1346405,"{""Food Delivery"": 1200000, ""Coffee Shop"": 400000, ""Movie Ticket"": 400000, ""Gaming"": 400000}",2023-08-31
PLAN_1a99cf11,USER_03588,696272,"{""Food Delivery"": 975000, ""Coffee Shop"": 325000, ""Movie Ticket"": 325000, ""Gaming"": 325000}",2023-08-31
PLAN_fe5bb045,USER_05937,1450873,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_b136e242,USER_01647,2472132,"{""Food Delivery"": 2010000, ""Coffee Shop"": 670000, ""Movie Ticket"": 670000, ""Gaming"": 670000}",2023-08-31
PLAN_78a0a000,USER_06024,1197228,"{""Food Delivery"": 1755000, ""Coffee Shop"": 585000, ""Movie Ticket"": 585000, ""Gaming"": 585000}",2023-08-31
PLAN_39daff90,USER_02879,1723745,"{""Food Delivery"": 1425000, ""Coffee Shop"": 475000, ""Movie Ticket"": 475000, ""Gaming"": 475000}",2023-08-31
PLAN_c22bf7de,USER_00246,1704866,"{""Food Delivery"": 1995000, ""Coffee Shop"": 665000, ""Movie Ticket"": 665000, ""Gaming"": 665000}",2023-08-31
PLAN_86a69731,USER_05144,491992,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_6cd633eb,USER_03888,2120921,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_bc2567b4,USER_05088,1107681,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_45ff5258,USER_08925,1858697,"{""Food Delivery"": 1485000, ""Coffee Shop"": 495000, ""Movie Ticket"": 495000, ""Gaming"": 495000}",2023-08-31
PLAN_2c64e129,USER_01238,520521,"{""Food Delivery"": 450000, ""Coffee Shop"": 150000, ""Movie Ticket"": 150000, ""Gaming"": 150000}",2023-08-31
PLAN_9eb84393,USER_06736,2524873,"{""Food Delivery"": 2100000, ""Coffee Shop"": 700000, ""Movie Ticket"": 700000, ""Gaming"": 700000}",2023-08-31
PLAN_bab12d67,USER_07178,666657,"{""Food Delivery"": 780000, ""Coffee Shop"": 260000, ""Movie Ticket"": 260000, ""Gaming"": 260000}",2023-08-31
PLAN_6b5b3cdb,USER_01078,800658,"{""Food Delivery"": 1020000, ""Coffee Shop"": 340000, ""Movie Ticket"": 340000, ""Gaming"": 340000}",2023-08-31
PLAN_a40ef9c5,USER_07140,1505528,"{""Food Delivery"": 1290000, ""Coffee Shop"": 430000, ""Movie Ticket"": 430000, ""Gaming"": 430000}",2023-08-31
PLAN_da5156ae,USER_06370,1987518,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_e3448bec,USER_07049,1254018,"{""Food Delivery"": 945000, ""Coffee Shop"": 315000, ""Movie Ticket"": 315000, ""Gaming"": 315000}",2023-08-31
PLAN_05f73e14,USER_07233,988832,"{""Food Delivery"": 1050000, ""Coffee Shop"": 350000, ""Movie Ticket"": 350000, ""Gaming"": 350000}",2023-08-31
PLAN_2ff8a2ac,USER_00830,1673862,"{""Food Delivery"": 1830000, ""Coffee Shop"": 610000, ""Movie Ticket"": 610000, ""Gaming"": 610000}",2023-08-31
PLAN_3eb1e93e,USER_03942,1811941,"{""Food Delivery"": 1530000, ""Coffee Shop"": 510000, ""Movie Ticket"": 510000, ""Gaming"": 510000}",2023-08-31
PLAN_dca5349f,USER_00900,563137,"{""Food Delivery"": 630000, ""Coffee Shop"": 210000, ""Movie Ticket"": 210000, ""Gaming"": 210000}",2023-08-31
PLAN_d180a2fe,USER_08166,1911449,"{""Food Delivery"": 1485000, ""Coffee Shop"": 495000, ""Movie Ticket"": 495000, ""Gaming"": 495000}",2023-08-31
PLAN_213ffd44,USER_09525,650444,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_04611dde,USER_01245,1614763,"{""Food Delivery"": 1695000, ""Coffee Shop"": 565000, ""Movie Ticket"": 565000, ""Gaming"": 565000}",2023-08-31
PLAN_6a708216,USER_00026,1418205,"{""Food Delivery"": 1215000, ""Coffee Shop"": 405000, ""Movie Ticket"": 405000, ""Gaming"": 405000}",2023-08-31
PLAN_9f557594,USER_06511,2561632,"{""Food Delivery"": 2190000, ""Coffee Shop"": 730000, ""Movie Ticket"": 730000, ""Gaming"": 730000}",2023-08-31
PLAN_ddf49ea8,USER_04114,352999,"{""Food Delivery"": 480000, ""Coffee Shop"": 160000, ""Movie Ticket"": 160000, ""Gaming"": 160000}",2023-08-31
PLAN_2702f16a,USER_03761,2092808,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_4ad1695a,USER_00838,1384832,"{""Food Delivery"": 1380000, ""Coffee Shop"": 460000, ""Movie Ticket"": 460000, ""Gaming"": 460000}",2023-08-31
PLAN_c52cfef5,USER_01638,1424636,"{""Food Delivery"": 1170000, ""Coffee Shop"": 390000, ""Movie Ticket"": 390000, ""Gaming"": 390000}",2023-08-31
PLAN_23bf82e3,USER_07926,1386052,"{""Food Delivery"": 1575000, ""Coffee Shop"": 525000, ""Movie Ticket"": 525000, ""Gaming"": 525000}",2023-08-31
PLAN_54b96e58,USER_03884,2672687,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_11ba2896,USER_08676,1055793,"{""Food Delivery"": 1140000, ""Coffee Shop"": 380000, ""Movie Ticket"": 380000, ""Gaming"": 380000}",2023-08-31
PLAN_d9a48fa1,USER_04167,1394955,"{""Food Delivery"": 2070000, ""Coffee Shop"": 690000, ""Movie Ticket"": 690000, ""Gaming"": 690000}",2023-08-31
PLAN_890a21f2,USER_02305,1600520,"{""Food Delivery"": 1260000, ""Coffee Shop"": 420000, ""Movie Ticket"": 420000, ""Gaming"": 420000}",2023-08-31
PLAN_db52da65,USER_06800,1014896,"{""Food Delivery"": 1395000, ""Coffee Shop"": 465000, ""Movie Ticket"": 465000, ""Gaming"": 465000}",2023-08-31
PLAN_d4e74477,USER_07004,1240154,"{""Food Delivery"": 1410000, ""Coffee Shop"": 470000, ""Movie Ticket"": 470000, ""Gaming"": 470000}",2023-08-31
PLAN_9d309b9e,USER_01018,2145068,"{""Food Delivery"": 1650000, ""Coffee Shop"": 550000, ""Movie Ticket"": 550000, ""Gaming"": 550000}",2023-08-31
PLAN_21dda721,USER_03901,1872582,"{""Food Delivery"": 1440000, ""Coffee Shop"": 480000, ""Movie Ticket"": 480000, ""Gaming"": 480000}",2023-08-31
PLAN_22848f09,USER_01000,1872391,"{""Food Delivery"": 1785000, ""Coffee Shop"": 595000, ""Movie Ticket"": 595000, ""Gaming"": 595000}",2023-08-31
PLAN_06f0cd9d,USER_05089,718008,"{""Food Delivery"": 660000, ""Coffee Shop"": 220000, ""Movie Ticket"": 220000, ""Gaming"": 220000}",2023-08-31
PLAN_fc7279c7,USER_00680,1868494,"{""Food Delivery"": 1935000, ""Coffee Shop"": 645000, ""Movie Ticket"": 645000, ""Gaming"": 645000}",2023-08-31
PLAN_62825ca9,USER_00708,788858,"{""Food Delivery"": 915000, ""Coffee Shop"": 305000, ""Movie Ticket"": 305000, ""Gaming"": 305000}",2023-08-31
PLAN_e82eefb3,USER_05885,1660830,"{""Food Delivery"": 1875000, ""Coffee Shop"": 625000, ""Movie Ticket"": 625000, ""Gaming"": 625000}",2023-08-31
PLAN_b2bbb854,USER_04537,1622342,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_dfd97eec,USER_05961,823616,"{""Food Delivery"": 705000, ""Coffee Shop"": 235000, ""Movie Ticket"": 235000, ""Gaming"": 235000}",2023-08-31
PLAN_81d6a524,USER_02040,2544042,"{""Food Delivery"": 2130000, ""Coffee Shop"": 710000, ""Movie Ticket"": 710000, ""Gaming"": 710000}",2023-08-31
PLAN_fd58d5c2,USER_06256,2004372,"{""Food Delivery"": 1680000, ""Coffee Shop"": 560000, ""Movie Ticket"": 560000, ""Gaming"": 560000}",2023-08-31
PLAN_2fcd95cf,USER_07387,785668,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_e44f3750,USER_09515,2166909,"{""Food Delivery"": 2175000, ""Coffee Shop"": 725000, ""Movie Ticket"": 725000, ""Gaming"": 725000}",2023-08-31
PLAN_2f9ce528,USER_02374,676837,"{""Food Delivery"": 960000, ""Coffee Shop"": 320000, ""Movie Ticket"": 320000, ""Gaming"": 320000}",2023-08-31
PLAN_d3089a71,USER_02622,2060873,"{""Food Delivery"": 1995000, ""Coffee Shop"": 665000, ""Movie Ticket"": 665000, ""Gaming"": 665000}",2023-08-31
PLAN_73d9107e,USER_03044,1542437,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_e2ccec12,USER_02817,1642302,"{""Food Delivery"": 1305000, ""Coffee Shop"": 435000, ""Movie Ticket"": 435000, ""Gaming"": 435000}",2023-08-31
PLAN_a6f70a8a,USER_02858,837567,"{""Food Delivery"": 930000, ""Coffee Shop"": 310000, ""Movie Ticket"": 310000, ""Gaming"": 310000}",2023-08-31
PLAN_3583f92c,USER_06992,480338,"{""Food Delivery"": 645000, ""Coffee Shop"": 215000, ""Movie Ticket"": 215000, ""Gaming"": 215000}",2023-08-31
PLAN_e7792c09,USER_00741,720084,"{""Food Delivery"": 945000, ""Coffee Shop"": 315000, ""Movie Ticket"": 315000, ""Gaming"": 315000}",2023-08-31
PLAN_eac13e6d,USER_09805,1585359,"{""Food Delivery"": 1350000, ""Coffee Shop"": 450000, ""Movie Ticket"": 450000, ""Gaming"": 450000}",2023-08-31
PLAN_1f12c555,USER_03571,2394962,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_c3192512,USER_06834,363370,"{""Food Delivery"": 495000, ""Coffee Shop"": 165000, ""Movie Ticket"": 165000, ""Gaming"": 165000}",2023-08-31
PLAN_f70aa5ab,USER_04650,1268404,"{""Food Delivery"": 1755000, ""Coffee Shop"": 585000, ""Movie Ticket"": 585000, ""Gaming"": 585000}",2023-08-31
PLAN_6c3dc6dd,USER_00136,1496852,"{""Food Delivery"": 1320000, ""Coffee Shop"": 440000, ""Movie Ticket"": 440000, ""Gaming"": 440000}",2023-08-31
PLAN_14696948,USER_05174,622202,"{""Food Delivery"": 870000, ""Coffee Shop"": 290000, ""Movie Ticket"": 290000, ""Gaming"": 290000}",2023-08-31
PLAN_4ca637dc,USER_03191,2040483,"{""Food Delivery"": 1680000, ""Coffee Shop"": 560000, ""Movie Ticket"": 560000, ""Gaming"": 560000}",2023-08-31
PLAN_18aed4da,USER_05081,597184,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_df30aa6e,USER_01983,1622023,"{""Food Delivery"": 2250000, ""Coffee Shop"": 750000, ""Movie Ticket"": 750000, ""Gaming"": 750000}",2023-08-31
PLAN_d0c55998,USER_05960,1366895,"{""Food Delivery"": 1890000, ""Coffee Shop"": 630000, ""Movie Ticket"": 630000, ""Gaming"": 630000}",2023-08-31
PLAN_c853b226,USER_05578,1549578,"{""Food Delivery"": 1170000, ""Coffee Shop"": 390000, ""Movie Ticket"": 390000, ""Gaming"": 390000}",2023-08-31
PLAN_34a4bdb2,USER_07311,948246,"{""Food Delivery"": 1035000, ""Coffee Shop"": 345000, ""Movie Ticket"": 345000, ""Gaming"": 345000}",2023-08-31
PLAN_0d6b287b,USER_05432,1535119,"{""Food Delivery"": 1680000, ""Coffee Shop"": 560000, ""Movie Ticket"": 560000, ""Gaming"": 560000}",2023-08-31
PLAN_4ecd3a89,USER_01602,2646687,"{""Food Delivery"": 2190000, ""Coffee Shop"": 730000, ""Movie Ticket"": 730000, ""Gaming"": 730000}",2023-08-31
PLAN_16ac7d9d,USER_01654,1830413,"{""Food Delivery"": 1410000, ""Coffee Shop"": 470000, ""Movie Ticket"": 470000, ""Gaming"": 470000}",2023-08-31
PLAN_253076b3,USER_06750,1946281,"{""Food Delivery"": 1470000, ""Coffee Shop"": 490000, ""Movie Ticket"": 490000, ""Gaming"": 490000}",2023-08-31
PLAN_ab0c6ff0,USER_02682,981891,"{""Food Delivery"": 840000, ""Coffee Shop"": 280000, ""Movie Ticket"": 280000, ""Gaming"": 280000}",2023-08-31
PLAN_17d3e526,USER_03011,1500122,"{""Food Delivery"": 1635000, ""Coffee Shop"": 545000, ""Movie Ticket"": 545000, ""Gaming"": 545000}",2023-08-31
PLAN_c6f14cac,USER_01003,379225,"{""Food Delivery"": 525000, ""Coffee Shop"": 175000, ""Movie Ticket"": 175000, ""Gaming"": 175000}",2023-08-31
PLAN_d5e70a9d,USER_07047,2363605,"{""Food Delivery"": 1995000, ""Coffee Shop"": 665000, ""Movie Ticket"": 665000, ""Gaming"": 665000}",2023-08-31
PLAN_0ea1ff2e,USER_02090,654529,"{""Food Delivery"": 630000, ""Coffee Shop"": 210000, ""Movie Ticket"": 210000, ""Gaming"": 210000}",2023-08-31
PLAN_5d681218,USER_08908,2008153,"{""Food Delivery"": 2115000, ""Coffee Shop"": 705000, ""Movie Ticket"": 705000, ""Gaming"": 705000}",2023-08-31
PLAN_b327a5e2,USER_06046,1772909,"{""Food Delivery"": 1395000, ""Coffee Shop"": 465000, ""Movie Ticket"": 465000, ""Gaming"": 465000}",2023-08-31
PLAN_425cdea8,USER_05563,1011189,"{""Food Delivery"": 1365000, ""Coffee Shop"": 455000, ""Movie Ticket"": 455000, ""Gaming"": 455000}",2023-08-31
PLAN_e308620b,USER_02236,1910560,"{""Food Delivery"": 1920000, ""Coffee Shop"": 640000, ""Movie Ticket"": 640000, ""Gaming"": 640000}",2023-08-31
PLAN_61013309,USER_03027,485449,"{""Food Delivery"": 720000, ""Coffee Shop"": 240000, ""Movie Ticket"": 240000, ""Gaming"": 240000}",2023-08-31
PLAN_6376b439,USER_08716,1542093,"{""Food Delivery"": 1575000, ""Coffee Shop"": 525000, ""Movie Ticket"": 525000, ""Gaming"": 525000}",2023-08-31
PLAN_6d6acb18,USER_06178,1151370,"{""Food Delivery"": 1635000, ""Coffee Shop"": 545000, ""Movie Ticket"": 545000, ""Gaming"": 545000}",2023-08-31
PLAN_1efc02cf,USER_02924,805548,"{""Food Delivery"": 1080000, ""Coffee Shop"": 360000, ""Movie Ticket"": 360000, ""Gaming"": 360000}",2023-08-31
PLAN_dbcbdd57,USER_03506,1151052,"{""Food Delivery"": 1545000, ""Coffee Shop"": 515000, ""Movie Ticket"": 515000, ""Gaming"": 515000}",2023-08-31
PLAN_23e858fd,USER_01157,1946068,"{""Food Delivery"": 1770000, ""Coffee Shop"": 590000, ""Movie Ticket"": 590000, ""Gaming"": 590000}",2023-08-31
PLAN_635cfe43,USER_04429,855561,"{""Food Delivery"": 735000, ""Coffee Shop"": 245000, ""Movie Ticket"": 245000, ""Gaming"": 245000}",2023-08-31
PLAN_6b713489,USER_00530,1963377,"{""Food Delivery"": 1860000, ""Coffee Shop"": 620000, ""Movie Ticket"": 620000, ""Gaming"": 620000}",2023-08-31
PLAN_ac107942,USER_09722,1903307,"{""Food Delivery"": 1455000, ""Coffee Shop"": 485000, ""Movie Ticket"": 485000, ""Gaming"": 485000}",2023-08-31
PLAN_191dcb47,USER_04084,1003655,"{""Food Delivery"": 1095000, ""Coffee Shop"": 365000, ""Movie Ticket"": 365000, ""Gaming"": 365000}",2023-08-31
PLAN_6fd4ffd2,USER_08331,668570,"{""Food Delivery"": 780000, ""Coffee Shop"": 260000, ""Movie Ticket"": 260000, ""Gaming"": 260000}",2023-08-31
PLAN_333d2018,USER_09715,579265,"{""Food Delivery"": 465000, ""Coffee Shop"": 155000, ""Movie Ticket"": 155000, ""Gaming"": 155000}",2023-08-31
PLAN_77c73375,USER_07164,1823157,"{""Food Delivery"": 2235000, ""Coffee Shop"": 745000, ""Movie Ticket"": 745000, ""Gaming"": 745000}",2023-08-31
PLAN_a468c21c,USER_03954,1001243,"{""Food Delivery"": 765000, ""Coffee Shop"": 255000, ""Movie Ticket"": 255000, ""Gaming"": 255000}",2023-08-31
PLAN_52ab8716,USER_05052,1457502,"{""Food Delivery"": 2160000, ""Coffee Shop"": 720000, ""Movie Ticket"": 720000, ""Gaming"": 720000}",2023-08-31
PLAN_76fc8345,USER_00314,1694095,"{""Food Delivery"": 1290000, ""Coffee Shop"": 430000, ""Movie Ticket"": 430000, ""Gaming"": 430000}",2023-08-31
PLAN_4b7ea2e6,USER_01836,1356107,"{""Food Delivery"": 1950000, ""Coffee Shop"": 650000, ""Movie Ticket"": 650000, ""Gaming"": 650000}",2023-08-31
PLAN_f39656dd,USER_00541,1910054,"{""Food Delivery"": 1515000, ""Coffee Shop"": 505000, ""Movie Ticket"": 505000, ""Gaming"": 505000}",2023-08-31
PLAN_8f7d07bd,USER_08193,549972,"{""Food Delivery"": 540000, ""Coffee Shop"": 180000, ""Movie Ticket"": 180000, ""Gaming"": 180000}",2023-08-31
PLAN_a5c8543e,USER_09013,2132472,"{""Food Delivery"": 1605000, ""Coffee Shop"": 535000, ""Movie Ticket"": 535000, ""Gaming"": 535000}",2023-08-31
PLAN_77906f6c,USER_07235,912727,"{""Food Delivery"": 1275000, ""Coffee Shop"": 425000, ""Movie Ticket"": 425000, ""Gaming"": 425000}",2023-08-31
PLAN_5414f8d2,USER_09892,2299704,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_4d992fb6,USER_02047,1890530,"{""Food Delivery"": 1440000, ""Coffee Shop"": 480000, ""Movie Ticket"": 480000, ""Gaming"": 480000}",2023-08-31
PLAN_1535b09d,USER_09821,2178029,"{""Food Delivery"": 2145000, ""Coffee Shop"": 715000, ""Movie Ticket"": 715000, ""Gaming"": 715000}",2023-08-31
PLAN_b3dcdcad,USER_09635,733229,"{""Food Delivery"": 675000, ""Coffee Shop"": 225000, ""Movie Ticket"": 225000, ""Gaming"": 225000}",2023-08-31
PLAN_5bc439e3,USER_04733,2509708,"{""Food Delivery"": 2220000, ""Coffee Shop"": 740000, ""Movie Ticket"": 740000, ""Gaming"": 740000}",2023-08-31
PLAN_302ac5b9,USER_01211,1629085,"{""Food Delivery"": 1680000, ""Coffee Shop"": 560000, ""Movie Ticket"": 560000, ""Gaming"": 560000}",2023-08-31
PLAN_4677de0b,USER_04882,1302046,"{""Food Delivery"": 1200000, ""Coffee Shop"": 400000, ""Movie Ticket"": 400000, ""Gaming"": 400000}",2023-08-31
PLAN_43272123,USER_03234,1758588,"{""Food Delivery"": 1665000, ""Coffee Shop"": 555000, ""Movie Ticket"": 555000, ""Gaming"": 555000}",2023-08-31
