user_id,umur,pendapatan_bulanan,status_premium,ab_test_group,tema_aktif,avatar_aktif
USER_04327,20,5200000,False,B,Light Mode,Finance Wizard
USER_05400,27,7400000,True,B,Light Mode,Tech Robot
USER_06717,26,4600000,False,A,Light Mode,Default User
USER_03265,22,14800000,False,A,Light Mode,Crypto Ninja
USER_05296,23,13300000,True,A,Cyberpunk Maskulin,Default User
USER_08568,21,11400000,True,B,Midnight Galaxy,Crypto Ninja
USER_03757,27,9500000,True,A,Cyberpunk Maskulin,Tech Robot
USER_08543,19,13000000,True,B,Cyberpunk Maskulin,Tech Robot
USER_04654,28,3500000,False,B,Dark Mode,Finance Wizard
USER_04319,25,13700000,False,B,Dark Mode,Crypto Ninja
USER_03532,28,4700000,True,B,Dark Mode,Default User
USER_07189,23,12300000,True,B,Midnight Galaxy,Crypto Ninja
USER_07671,22,5100000,False,A,Light Mode,Default User
USER_04988,26,14700000,False,B,Light Mode,Finance Wizard
USER_09410,18,6200000,False,B,Dark Mode,Crypto Ninja
USER_08601,22,5900000,False,A,Light Mode,Tech Robot
USER_05038,23,11000000,False,B,Dark Mode,Default User
USER_08674,22,13600000,False,A,Light Mode,Tech Robot
USER_09327,23,6100000,True,B,Light Mode,Finance Wizard
USER_03990,23,7100000,False,B,Light Mode,Finance Wizard
USER_00113,24,14400000,False,A,Light Mode,Default User
USER_04837,21,10700000,False,B,Dark Mode,Crypto Ninja
USER_01243,28,3900000,False,A,Light Mode,Tech Robot
USER_03673,25,14000000,False,A,Light Mode,Tech Robot
USER_06941,24,14400000,False,A,Light Mode,Default User
USER_08586,26,6500000,False,B,Light Mode,Default User
USER_03806,24,6300000,True,A,Cute Hello Kitty,Default User
USER_00207,20,10200000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_05621,20,13500000,False,B,Dark Mode,Finance Wizard
USER_02803,25,5700000,False,A,Light Mode,Tech Robot
USER_01825,22,4000000,False,A,Light Mode,Crypto Ninja
USER_05998,21,10700000,False,A,Dark Mode,Default User
USER_01551,25,6800000,True,A,Light Mode,Finance Wizard
USER_09175,23,14800000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_01523,19,7600000,False,A,Dark Mode,Default User
USER_02034,21,14700000,False,B,Light Mode,Crypto Ninja
USER_03248,28,4800000,False,B,Dark Mode,Default User
USER_00376,21,14700000,False,A,Dark Mode,Crypto Ninja
USER_05651,23,4400000,False,A,Dark Mode,Tech Robot
USER_01145,23,5700000,False,A,Light Mode,Default User
USER_08001,18,5300000,True,B,Cyberpunk Maskulin,Default User
USER_04090,25,10100000,False,A,Dark Mode,Tech Robot
USER_07373,23,13600000,False,A,Light Mode,Default User
USER_03592,20,3800000,False,B,Dark Mode,Default User
USER_00002,26,7600000,False,A,Light Mode,Finance Wizard
USER_01371,19,6200000,False,A,Dark Mode,Tech Robot
USER_07170,28,9100000,False,B,Light Mode,Finance Wizard
USER_02556,25,12600000,True,B,Midnight Galaxy,Tech Robot
USER_08655,27,4800000,False,A,Light Mode,Crypto Ninja
USER_01630,20,9600000,True,B,Sunset Lo-Fi,Tech Robot
USER_01527,22,10300000,False,A,Dark Mode,Tech Robot
USER_07143,23,6900000,True,B,Cute Hello Kitty,Finance Wizard
USER_06099,27,7600000,False,A,Light Mode,Default User
USER_09910,23,13500000,False,B,Light Mode,Tech Robot
USER_07833,21,9400000,False,B,Light Mode,Default User
USER_06296,20,5800000,False,B,Light Mode,Tech Robot
USER_01872,21,7900000,True,B,Cute Hello Kitty,Finance Wizard
USER_03458,18,12700000,False,B,Light Mode,Tech Robot
USER_05231,21,14400000,False,A,Light Mode,Crypto Ninja
USER_06258,18,4200000,False,A,Dark Mode,Tech Robot
USER_07625,18,14700000,True,B,Cute Hello Kitty,Tech Robot
USER_08458,27,3000000,False,B,Light Mode,Default User
USER_08076,23,6300000,False,A,Dark Mode,Default User
USER_04634,22,12200000,True,B,Cyberpunk Maskulin,Crypto Ninja
USER_02262,28,7700000,False,B,Dark Mode,Tech Robot
USER_00133,21,14000000,False,B,Dark Mode,Default User
USER_06768,28,10600000,False,B,Dark Mode,Tech Robot
USER_01422,20,7700000,False,A,Light Mode,Finance Wizard
USER_01535,18,7800000,False,A,Dark Mode,Finance Wizard
USER_09401,23,14600000,False,A,Light Mode,Crypto Ninja
USER_05012,19,9300000,False,A,Dark Mode,Finance Wizard
USER_03764,25,9000000,False,B,Dark Mode,Default User
USER_07082,27,5800000,False,B,Dark Mode,Default User
USER_01219,22,6800000,False,B,Light Mode,Crypto Ninja
USER_07895,24,11700000,False,B,Light Mode,Tech Robot
USER_06358,27,5500000,False,A,Dark Mode,Default User
USER_01151,19,4600000,False,A,Dark Mode,Finance Wizard
USER_02419,25,10000000,False,A,Dark Mode,Default User
USER_00813,19,4200000,False,A,Dark Mode,Crypto Ninja
USER_06095,21,9800000,True,B,Dark Mode,Finance Wizard
USER_01230,18,5500000,False,A,Dark Mode,Finance Wizard
USER_09231,22,7800000,False,A,Dark Mode,Finance Wizard
USER_00685,26,9600000,True,A,Cute Hello Kitty,Crypto Ninja
USER_04404,18,3600000,False,B,Light Mode,Crypto Ninja
USER_06098,26,8700000,False,A,Dark Mode,Tech Robot
USER_03546,28,7800000,False,A,Light Mode,Tech Robot
USER_00354,25,13200000,False,A,Dark Mode,Tech Robot
USER_06624,23,8200000,False,B,Light Mode,Crypto Ninja
USER_08126,24,9400000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_08074,20,14200000,False,B,Dark Mode,Finance Wizard
USER_03437,18,9100000,True,B,Sunset Lo-Fi,Default User
USER_08533,22,4600000,True,B,Cute Hello Kitty,Tech Robot
USER_03206,19,7200000,True,B,Cute Hello Kitty,Finance Wizard
USER_09679,22,5400000,False,A,Light Mode,Finance Wizard
USER_01377,25,3200000,False,A,Dark Mode,Finance Wizard
USER_05032,28,10800000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_09384,26,5800000,True,B,Midnight Galaxy,Crypto Ninja
USER_00132,19,14600000,False,A,Dark Mode,Tech Robot
USER_05500,20,13600000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_05176,20,6100000,True,B,Cyberpunk Maskulin,Finance Wizard
USER_00340,18,5500000,True,B,Sunset Lo-Fi,Finance Wizard
USER_02257,25,4500000,False,A,Dark Mode,Finance Wizard
USER_00738,23,5400000,False,B,Dark Mode,Default User
USER_03572,25,8300000,False,B,Dark Mode,Finance Wizard
USER_08728,28,5700000,False,A,Light Mode,Finance Wizard
USER_03569,26,10200000,False,A,Light Mode,Finance Wizard
USER_09721,22,14900000,False,B,Light Mode,Default User
USER_00245,20,8500000,False,B,Light Mode,Crypto Ninja
USER_09230,22,9400000,False,A,Dark Mode,Default User
USER_08183,22,12200000,False,A,Light Mode,Finance Wizard
USER_05148,22,15000000,True,B,Cyberpunk Maskulin,Crypto Ninja
USER_07477,20,11500000,False,B,Dark Mode,Finance Wizard
USER_01382,28,10900000,False,B,Dark Mode,Crypto Ninja
USER_09293,27,7000000,False,A,Light Mode,Finance Wizard
USER_03373,21,14400000,False,A,Light Mode,Finance Wizard
USER_05724,26,13700000,False,B,Light Mode,Crypto Ninja
USER_05430,27,8000000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_01736,26,14700000,False,B,Light Mode,Finance Wizard
USER_02633,19,13400000,False,B,Dark Mode,Default User
USER_00945,25,10000000,False,A,Dark Mode,Default User
USER_08259,25,10700000,False,B,Dark Mode,Default User
USER_03216,24,5800000,False,A,Dark Mode,Default User
USER_03750,25,11200000,False,B,Light Mode,Crypto Ninja
USER_00185,20,4800000,False,A,Light Mode,Crypto Ninja
USER_07019,23,9500000,True,A,Cute Hello Kitty,Default User
USER_04412,18,7000000,False,B,Light Mode,Tech Robot
USER_04871,24,7400000,False,B,Light Mode,Tech Robot
USER_09954,18,4400000,False,A,Light Mode,Tech Robot
USER_03327,26,3200000,False,B,Light Mode,Finance Wizard
USER_02557,18,4000000,False,A,Dark Mode,Default User
USER_06156,18,8200000,False,A,Light Mode,Finance Wizard
USER_00277,24,7500000,False,A,Dark Mode,Crypto Ninja
USER_08509,19,5900000,False,A,Light Mode,Crypto Ninja
USER_05583,22,8600000,False,A,Light Mode,Tech Robot
USER_00098,25,13300000,False,A,Light Mode,Tech Robot
USER_09527,25,4700000,True,A,Midnight Galaxy,Crypto Ninja
USER_00882,20,8000000,False,A,Light Mode,Tech Robot
USER_08690,24,7700000,False,A,Light Mode,Tech Robot
USER_08957,20,9500000,False,B,Light Mode,Crypto Ninja
USER_07718,23,12500000,True,A,Dark Mode,Finance Wizard
USER_00520,23,3700000,False,B,Dark Mode,Tech Robot
USER_03042,20,5100000,False,B,Light Mode,Finance Wizard
USER_05171,24,3500000,False,B,Dark Mode,Tech Robot
USER_06255,20,10500000,False,B,Light Mode,Default User
USER_03256,25,14000000,False,B,Light Mode,Finance Wizard
USER_06974,27,8600000,False,A,Dark Mode,Finance Wizard
USER_08465,21,13300000,True,B,Cyberpunk Maskulin,Tech Robot
USER_06777,18,6500000,False,B,Light Mode,Finance Wizard
USER_01301,21,10800000,False,B,Dark Mode,Default User
USER_07953,24,12100000,True,B,Cute Hello Kitty,Crypto Ninja
USER_07547,28,14500000,False,A,Dark Mode,Default User
USER_08956,21,8600000,False,B,Light Mode,Crypto Ninja
USER_07650,23,7800000,False,B,Light Mode,Default User
USER_09542,26,7400000,False,A,Light Mode,Default User
USER_08124,18,11100000,False,A,Light Mode,Finance Wizard
USER_08175,22,9500000,True,B,Cyberpunk Maskulin,Default User
USER_00069,28,10600000,True,B,Cyberpunk Maskulin,Tech Robot
USER_02373,24,7400000,False,A,Dark Mode,Tech Robot
USER_01603,18,14700000,False,B,Light Mode,Tech Robot
USER_07932,21,10800000,False,A,Light Mode,Tech Robot
USER_07414,23,4900000,False,A,Light Mode,Finance Wizard
USER_07460,19,9300000,False,A,Light Mode,Tech Robot
USER_06416,27,12200000,False,A,Light Mode,Default User
USER_01970,22,13500000,False,A,Dark Mode,Tech Robot
USER_01813,28,12200000,False,A,Dark Mode,Finance Wizard
USER_02297,27,9600000,False,B,Dark Mode,Crypto Ninja
USER_05178,18,11200000,False,B,Light Mode,Default User
USER_04753,23,3200000,False,A,Light Mode,Default User
USER_04662,23,8300000,True,A,Sunset Lo-Fi,Finance Wizard
USER_08608,21,10700000,False,A,Light Mode,Crypto Ninja
USER_05271,25,9300000,False,B,Dark Mode,Tech Robot
USER_08010,21,6900000,True,A,Cute Hello Kitty,Crypto Ninja
USER_04736,25,8800000,False,A,Light Mode,Default User
USER_01837,25,8400000,True,B,Dark Mode,Default User
USER_08965,22,9100000,False,B,Dark Mode,Default User
USER_00480,21,3300000,False,A,Dark Mode,Crypto Ninja
USER_06286,19,8900000,False,A,Dark Mode,Tech Robot
USER_05777,28,14500000,True,A,Dark Mode,Default User
USER_08306,20,10400000,False,B,Dark Mode,Finance Wizard
USER_06896,20,12400000,False,B,Light Mode,Tech Robot
USER_00593,21,13600000,False,A,Light Mode,Default User
USER_07995,21,12500000,False,B,Dark Mode,Tech Robot
USER_05208,27,12000000,True,A,Light Mode,Finance Wizard
USER_08019,28,5900000,False,A,Dark Mode,Crypto Ninja
USER_05933,28,13600000,False,A,Light Mode,Default User
USER_08643,22,3100000,False,A,Dark Mode,Finance Wizard
USER_06608,21,9100000,True,A,Dark Mode,Default User
USER_05812,28,7800000,True,A,Light Mode,Default User
USER_05168,27,3800000,True,A,Dark Mode,Crypto Ninja
USER_00702,25,12100000,False,A,Dark Mode,Crypto Ninja
USER_08585,23,6000000,False,B,Dark Mode,Tech Robot
USER_08173,23,12700000,False,A,Light Mode,Finance Wizard
USER_01121,25,9000000,False,A,Light Mode,Finance Wizard
USER_07783,24,14900000,False,B,Light Mode,Crypto Ninja
USER_04759,27,10800000,False,B,Light Mode,Default User
USER_06693,28,7700000,False,B,Dark Mode,Tech Robot
USER_05102,27,5400000,True,A,Dark Mode,Crypto Ninja
USER_06028,25,6500000,False,A,Light Mode,Tech Robot
USER_03440,19,3700000,False,B,Dark Mode,Tech Robot
USER_07750,26,10200000,True,B,Midnight Galaxy,Finance Wizard
USER_08698,18,8700000,False,A,Dark Mode,Tech Robot
USER_03724,25,13000000,False,B,Dark Mode,Finance Wizard
USER_00623,28,14100000,False,A,Light Mode,Default User
USER_02481,21,7400000,False,B,Dark Mode,Default User
USER_02135,21,9100000,False,B,Dark Mode,Crypto Ninja
USER_08397,22,6800000,False,B,Dark Mode,Default User
USER_09755,25,12500000,False,B,Light Mode,Finance Wizard
USER_07631,22,8700000,False,B,Dark Mode,Tech Robot
USER_08850,25,14500000,False,A,Light Mode,Tech Robot
USER_06218,27,11000000,False,A,Light Mode,Default User
USER_03311,18,12800000,False,A,Dark Mode,Finance Wizard
USER_01195,27,13000000,False,A,Dark Mode,Tech Robot
USER_03755,26,11200000,False,B,Light Mode,Default User
USER_02926,23,9300000,True,A,Sunset Lo-Fi,Finance Wizard
USER_00978,20,7300000,True,A,Midnight Galaxy,Finance Wizard
USER_01567,25,5800000,True,B,Dark Mode,Tech Robot
USER_08081,26,8800000,False,B,Dark Mode,Crypto Ninja
USER_06372,23,10000000,False,A,Light Mode,Crypto Ninja
USER_00587,28,12100000,False,A,Dark Mode,Finance Wizard
USER_06640,24,3800000,False,A,Light Mode,Finance Wizard
USER_09964,18,12100000,False,B,Light Mode,Default User
USER_02272,22,3500000,False,A,Light Mode,Finance Wizard
USER_02967,22,5800000,True,B,Dark Mode,Default User
USER_00399,27,8700000,False,A,Light Mode,Default User
USER_01039,21,4600000,False,A,Dark Mode,Default User
USER_00540,23,4500000,False,B,Dark Mode,Finance Wizard
USER_09283,24,11600000,False,A,Dark Mode,Finance Wizard
USER_09168,26,12400000,False,A,Dark Mode,Default User
USER_02274,18,3200000,True,A,Cute Hello Kitty,Tech Robot
USER_03801,23,5000000,True,A,Light Mode,Finance Wizard
USER_02960,24,9300000,True,B,Cute Hello Kitty,Crypto Ninja
USER_07891,20,11900000,False,A,Light Mode,Tech Robot
USER_01943,25,6500000,False,A,Dark Mode,Crypto Ninja
USER_02423,22,13500000,False,A,Dark Mode,Finance Wizard
USER_09035,26,13000000,True,B,Dark Mode,Tech Robot
USER_07661,22,14600000,False,B,Light Mode,Finance Wizard
USER_09990,26,11500000,False,B,Dark Mode,Finance Wizard
USER_01097,27,9100000,False,B,Dark Mode,Tech Robot
USER_07388,21,7100000,False,A,Light Mode,Finance Wizard
USER_05538,26,10500000,False,A,Light Mode,Tech Robot
USER_06169,22,7100000,False,A,Dark Mode,Finance Wizard
USER_07839,27,9000000,False,A,Light Mode,Default User
USER_08182,26,4200000,False,A,Light Mode,Crypto Ninja
USER_08093,20,4000000,False,B,Light Mode,Default User
USER_07875,21,8300000,False,B,Dark Mode,Finance Wizard
USER_04222,26,4500000,False,B,Dark Mode,Finance Wizard
USER_03725,27,3700000,False,A,Light Mode,Finance Wizard
USER_00435,28,13300000,False,B,Light Mode,Default User
USER_07874,23,8800000,False,B,Light Mode,Finance Wizard
USER_06653,19,8600000,False,B,Light Mode,Tech Robot
USER_04824,24,6900000,False,A,Dark Mode,Crypto Ninja
USER_09707,19,13800000,False,A,Light Mode,Finance Wizard
USER_01426,28,8800000,False,A,Dark Mode,Finance Wizard
USER_04993,19,3100000,False,A,Light Mode,Crypto Ninja
USER_00141,28,12300000,False,B,Dark Mode,Crypto Ninja
USER_01930,18,12300000,False,A,Dark Mode,Crypto Ninja
USER_03377,28,10500000,False,A,Light Mode,Default User
USER_04554,28,3900000,False,B,Dark Mode,Default User
USER_02113,28,7300000,False,B,Dark Mode,Finance Wizard
USER_04276,20,4000000,False,A,Dark Mode,Crypto Ninja
USER_02217,23,10800000,False,B,Light Mode,Finance Wizard
USER_05717,25,10900000,False,A,Dark Mode,Finance Wizard
USER_09454,26,11000000,False,A,Dark Mode,Finance Wizard
USER_02499,24,11900000,False,A,Light Mode,Default User
USER_03467,21,3100000,False,B,Light Mode,Crypto Ninja
USER_09060,23,7900000,True,B,Cute Hello Kitty,Finance Wizard
USER_07348,22,4100000,False,A,Dark Mode,Default User
USER_00131,25,14400000,False,B,Light Mode,Tech Robot
USER_04879,18,11900000,False,A,Light Mode,Tech Robot
USER_03598,18,5200000,False,B,Dark Mode,Finance Wizard
USER_09908,28,4700000,False,A,Dark Mode,Finance Wizard
USER_05435,23,9100000,False,A,Light Mode,Crypto Ninja
USER_04866,27,12500000,False,B,Light Mode,Crypto Ninja
USER_02330,19,14200000,False,B,Dark Mode,Finance Wizard
USER_05065,22,9100000,True,A,Dark Mode,Default User
USER_09946,18,6700000,False,A,Light Mode,Finance Wizard
USER_09857,24,15000000,True,A,Cute Hello Kitty,Crypto Ninja
USER_05900,18,14000000,False,A,Dark Mode,Crypto Ninja
USER_08612,21,9600000,False,B,Dark Mode,Default User
USER_06223,26,6700000,False,B,Light Mode,Finance Wizard
USER_08604,18,9600000,False,A,Light Mode,Crypto Ninja
USER_09196,21,12300000,True,A,Midnight Galaxy,Finance Wizard
USER_05685,23,9000000,False,B,Dark Mode,Crypto Ninja
USER_00325,23,3000000,False,A,Dark Mode,Tech Robot
USER_01236,25,12300000,False,B,Dark Mode,Tech Robot
USER_04338,18,7400000,False,A,Light Mode,Tech Robot
USER_02370,24,12500000,False,B,Dark Mode,Crypto Ninja
USER_02440,18,5700000,True,B,Cute Hello Kitty,Default User
USER_09601,24,5000000,False,B,Light Mode,Tech Robot
USER_08829,20,13900000,False,B,Light Mode,Crypto Ninja
USER_05653,28,4200000,False,A,Dark Mode,Finance Wizard
USER_01327,25,5600000,False,B,Light Mode,Tech Robot
USER_05673,20,12900000,True,B,Light Mode,Default User
USER_00811,18,3600000,False,A,Dark Mode,Default User
USER_06437,25,5100000,True,A,Cute Hello Kitty,Default User
USER_06279,20,10300000,False,A,Light Mode,Finance Wizard
USER_00286,19,13200000,False,A,Dark Mode,Finance Wizard
USER_07074,18,8200000,False,A,Light Mode,Default User
USER_04298,20,10800000,False,B,Light Mode,Default User
USER_01239,19,10800000,False,A,Light Mode,Default User
USER_08178,19,3300000,False,B,Dark Mode,Finance Wizard
USER_04761,23,12500000,False,A,Dark Mode,Finance Wizard
USER_02706,18,5200000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_08220,19,14800000,False,A,Light Mode,Tech Robot
USER_02615,23,9900000,False,A,Dark Mode,Finance Wizard
USER_01693,20,11700000,False,A,Light Mode,Default User
USER_07972,21,11300000,False,A,Light Mode,Tech Robot
USER_08307,18,13000000,False,A,Dark Mode,Finance Wizard
USER_02978,25,11300000,False,B,Dark Mode,Tech Robot
USER_00554,24,10500000,False,B,Dark Mode,Crypto Ninja
USER_08463,24,6200000,False,A,Dark Mode,Finance Wizard
USER_04324,20,5700000,False,B,Light Mode,Default User
USER_04911,27,3700000,False,B,Dark Mode,Default User
USER_00233,27,3000000,False,A,Dark Mode,Crypto Ninja
USER_05352,20,6600000,True,B,Light Mode,Crypto Ninja
USER_05519,19,9200000,False,B,Light Mode,Crypto Ninja
USER_06583,18,5100000,False,A,Light Mode,Crypto Ninja
USER_00646,24,9900000,False,A,Dark Mode,Crypto Ninja
USER_07217,24,5000000,False,A,Light Mode,Finance Wizard
USER_08999,19,12500000,True,A,Light Mode,Finance Wizard
USER_01777,24,6400000,False,B,Dark Mode,Tech Robot
USER_03140,25,10800000,False,A,Light Mode,Crypto Ninja
USER_01359,18,3400000,True,B,Cute Hello Kitty,Default User
USER_08860,26,8900000,True,B,Midnight Galaxy,Default User
USER_02416,24,14900000,False,B,Light Mode,Crypto Ninja
USER_09199,20,7500000,False,B,Light Mode,Crypto Ninja
USER_03013,25,7900000,True,A,Sunset Lo-Fi,Crypto Ninja
USER_07055,24,7700000,False,A,Dark Mode,Crypto Ninja
USER_08548,28,3500000,False,B,Dark Mode,Crypto Ninja
USER_07272,25,11800000,False,A,Dark Mode,Default User
USER_01177,23,8500000,False,A,Light Mode,Tech Robot
USER_05167,26,13900000,False,B,Dark Mode,Crypto Ninja
USER_09006,22,8800000,False,B,Dark Mode,Crypto Ninja
USER_04358,20,14900000,False,A,Dark Mode,Crypto Ninja
USER_06931,20,13300000,False,B,Dark Mode,Finance Wizard
USER_00893,18,5800000,False,B,Light Mode,Default User
USER_06486,25,10000000,False,A,Light Mode,Default User
USER_07680,19,13300000,False,A,Dark Mode,Tech Robot
USER_06962,20,10600000,False,B,Light Mode,Finance Wizard
USER_08599,25,13100000,True,A,Cyberpunk Maskulin,Finance Wizard
USER_07102,25,4700000,False,A,Dark Mode,Finance Wizard
USER_00103,28,3100000,False,A,Light Mode,Tech Robot
USER_01020,21,3700000,False,B,Light Mode,Tech Robot
USER_08838,21,10400000,False,A,Light Mode,Tech Robot
USER_03193,22,12600000,False,A,Light Mode,Finance Wizard
USER_02895,23,8300000,False,A,Light Mode,Default User
USER_08407,22,6700000,False,B,Light Mode,Finance Wizard
USER_05770,24,7700000,False,A,Dark Mode,Tech Robot
USER_07684,19,5600000,True,B,Sunset Lo-Fi,Finance Wizard
USER_03722,24,4900000,True,B,Midnight Galaxy,Crypto Ninja
USER_03246,27,4100000,False,A,Dark Mode,Finance Wizard
USER_09191,24,7200000,False,B,Dark Mode,Finance Wizard
USER_04127,18,9000000,False,B,Light Mode,Default User
USER_02775,24,6000000,True,B,Sunset Lo-Fi,Default User
USER_08840,22,12000000,False,A,Dark Mode,Default User
USER_08663,20,12500000,True,B,Midnight Galaxy,Crypto Ninja
USER_00878,20,9000000,True,B,Midnight Galaxy,Default User
USER_07630,21,10300000,True,B,Light Mode,Crypto Ninja
USER_01628,19,9600000,False,A,Light Mode,Tech Robot
USER_04781,19,13800000,False,B,Light Mode,Default User
USER_02507,18,12000000,False,A,Dark Mode,Finance Wizard
USER_04767,22,6400000,False,A,Light Mode,Finance Wizard
USER_06108,21,12400000,True,A,Light Mode,Crypto Ninja
USER_08139,28,4400000,False,B,Dark Mode,Default User
USER_02608,27,4500000,False,A,Light Mode,Finance Wizard
USER_01311,19,4200000,False,B,Dark Mode,Tech Robot
USER_00615,20,14200000,True,B,Cyberpunk Maskulin,Default User
USER_02375,24,6400000,False,A,Dark Mode,Tech Robot
USER_03550,24,14500000,False,B,Light Mode,Finance Wizard
USER_09110,21,10400000,False,A,Dark Mode,Default User
USER_09604,22,8800000,False,A,Light Mode,Crypto Ninja
USER_07281,22,5000000,True,B,Midnight Galaxy,Finance Wizard
USER_04764,23,14400000,False,B,Light Mode,Tech Robot
USER_00491,26,8300000,True,B,Midnight Galaxy,Default User
USER_00808,19,10400000,False,B,Light Mode,Tech Robot
USER_03709,22,5900000,False,A,Dark Mode,Tech Robot
USER_03237,20,7700000,True,A,Dark Mode,Crypto Ninja
USER_05433,21,14600000,False,B,Light Mode,Crypto Ninja
USER_03818,27,6400000,False,A,Light Mode,Finance Wizard
USER_09372,23,11500000,True,A,Cute Hello Kitty,Crypto Ninja
USER_02054,25,6700000,False,B,Dark Mode,Crypto Ninja
USER_09263,18,6000000,False,A,Light Mode,Finance Wizard
USER_08692,27,10700000,False,A,Dark Mode,Finance Wizard
USER_01455,25,5300000,False,B,Dark Mode,Finance Wizard
USER_08288,28,14300000,False,B,Light Mode,Finance Wizard
USER_01223,24,7800000,False,B,Dark Mode,Tech Robot
USER_04626,18,12500000,False,B,Dark Mode,Tech Robot
USER_08110,19,12900000,False,A,Dark Mode,Finance Wizard
USER_06213,20,6100000,True,B,Cyberpunk Maskulin,Finance Wizard
USER_08551,18,8400000,False,B,Light Mode,Default User
USER_05986,26,10800000,False,A,Dark Mode,Default User
USER_00138,25,13600000,True,A,Light Mode,Default User
USER_01467,19,8700000,False,B,Dark Mode,Crypto Ninja
USER_04701,26,12800000,False,B,Light Mode,Tech Robot
USER_03332,24,3200000,False,B,Dark Mode,Tech Robot
USER_03365,26,10900000,True,B,Dark Mode,Default User
USER_05025,23,9800000,True,B,Cute Hello Kitty,Default User
USER_09054,23,11400000,False,B,Dark Mode,Tech Robot
USER_01503,28,3900000,False,B,Light Mode,Crypto Ninja
USER_08591,21,11200000,True,A,Dark Mode,Default User
USER_00793,27,5400000,False,B,Dark Mode,Finance Wizard
USER_08735,27,9700000,True,A,Light Mode,Default User
USER_09983,19,9000000,False,B,Light Mode,Tech Robot
USER_00332,24,5800000,False,B,Dark Mode,Tech Robot
USER_09078,22,4800000,False,B,Dark Mode,Default User
USER_00446,28,7200000,False,B,Light Mode,Default User
USER_06307,23,9500000,False,A,Dark Mode,Finance Wizard
USER_06037,19,10300000,False,A,Dark Mode,Finance Wizard
USER_06702,22,9000000,False,A,Dark Mode,Crypto Ninja
USER_06684,27,7200000,False,B,Dark Mode,Crypto Ninja
USER_03626,21,5400000,True,B,Dark Mode,Finance Wizard
USER_03067,26,4900000,False,B,Dark Mode,Crypto Ninja
USER_08109,23,7700000,False,A,Dark Mode,Crypto Ninja
USER_01980,19,11200000,True,A,Midnight Galaxy,Default User
USER_07148,18,11600000,False,B,Dark Mode,Finance Wizard
USER_03984,22,5300000,True,A,Cyberpunk Maskulin,Default User
USER_03817,26,4000000,False,B,Light Mode,Default User
USER_07741,23,13900000,False,B,Light Mode,Crypto Ninja
USER_05874,27,12700000,True,B,Dark Mode,Default User
USER_06838,24,8400000,False,A,Dark Mode,Tech Robot
USER_08354,22,5700000,False,B,Dark Mode,Crypto Ninja
USER_04421,27,9800000,False,A,Light Mode,Tech Robot
USER_02563,23,9200000,False,B,Light Mode,Crypto Ninja
USER_09727,22,8800000,False,A,Dark Mode,Default User
USER_07020,28,3400000,False,A,Light Mode,Crypto Ninja
USER_05784,26,8000000,False,B,Light Mode,Tech Robot
USER_00595,23,5000000,False,A,Dark Mode,Crypto Ninja
USER_03292,28,4100000,False,B,Dark Mode,Tech Robot
USER_08276,25,7900000,False,B,Light Mode,Finance Wizard
USER_04074,19,3300000,False,B,Dark Mode,Default User
USER_04562,26,14700000,False,B,Light Mode,Tech Robot
USER_01469,22,14200000,False,A,Light Mode,Finance Wizard
USER_09874,24,7100000,False,B,Light Mode,Default User
USER_03135,27,11300000,False,A,Dark Mode,Finance Wizard
USER_02180,18,6700000,False,A,Light Mode,Tech Robot
USER_01540,27,5400000,False,B,Light Mode,Default User
USER_04070,22,4300000,False,A,Dark Mode,Finance Wizard
USER_05797,27,10400000,False,B,Dark Mode,Tech Robot
USER_05702,19,6100000,False,B,Light Mode,Finance Wizard
USER_05000,23,4000000,False,B,Dark Mode,Default User
USER_00020,28,9000000,True,B,Sunset Lo-Fi,Default User
USER_06234,18,4700000,False,A,Dark Mode,Default User
USER_00468,20,5600000,False,B,Light Mode,Tech Robot
USER_06101,22,8400000,False,B,Dark Mode,Finance Wizard
USER_06078,21,8300000,True,A,Dark Mode,Finance Wizard
USER_00701,20,11100000,False,A,Light Mode,Tech Robot
USER_00957,27,14900000,False,B,Light Mode,Default User
USER_08269,22,11600000,True,A,Midnight Galaxy,Crypto Ninja
USER_05567,28,10400000,False,A,Dark Mode,Default User
USER_04125,25,5000000,False,B,Dark Mode,Crypto Ninja
USER_09484,28,7300000,False,B,Light Mode,Default User
USER_04343,21,3400000,False,B,Dark Mode,Tech Robot
USER_04744,18,11600000,False,B,Light Mode,Crypto Ninja
USER_04865,28,7000000,False,B,Dark Mode,Tech Robot
USER_03697,24,8800000,False,A,Dark Mode,Crypto Ninja
USER_01032,25,11800000,False,A,Dark Mode,Finance Wizard
USER_07642,20,13400000,False,A,Dark Mode,Crypto Ninja
USER_00107,23,8300000,False,B,Dark Mode,Crypto Ninja
USER_09851,19,10300000,False,A,Light Mode,Crypto Ninja
USER_09894,24,5100000,False,A,Light Mode,Finance Wizard
USER_04546,25,11200000,False,B,Light Mode,Tech Robot
USER_00124,23,9400000,True,A,Dark Mode,Finance Wizard
