challenge_id,user_id,tipe_tantangan,waktu_mulai,waktu_selesai,status_tantangan
CHAL_bebd2deb,USER_07109,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f297d378,USER_08584,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9808180f,USER_06064,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e2ced1b5,USER_07003,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3281a779,USER_06661,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c343acc8,USER_06661,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_2341f059,USER_05431,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_725c18b9,USER_05431,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_58e380e8,USER_03671,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_82cec10f,USER_03671,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_20625300,USER_02114,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_50492963,USER_02114,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6a772725,USER_09232,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f6337e62,USER_09232,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6d2fda99,USER_09051,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e3a1c6e5,USER_03416,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_827f7a1d,USER_09548,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_61c738da,USER_07976,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_19b63318,USER_07976,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_acf019d8,USER_05390,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0fb06b72,USER_05390,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3994eb61,USER_07154,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_4a602b48,USER_00950,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1fdfde9a,USER_00950,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f1edc835,USER_06604,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e818f5be,USER_06648,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_99ff9ffd,USER_06648,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0177d343,USER_08707,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_a216bbb2,USER_06654,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_fe345156,USER_06654,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_2d4bafb2,USER_07308,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_384337f4,USER_07308,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_5fafbf29,USER_08633,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_94ea561a,USER_03743,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_34ff4faa,USER_03743,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_fffdd58a,USER_03166,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6f479580,USER_06835,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3c54b4b4,USER_06835,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d3ae13ea,USER_00863,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f655d63f,USER_07417,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_562a8664,USER_05657,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_69756c28,USER_04173,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f2e67421,USER_01209,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_86802201,USER_01209,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_bcaaa8a5,USER_09496,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_7ddd37c0,USER_07014,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_01ffd954,USER_01694,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_bcb8341f,USER_00499,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_62de6bf7,USER_00499,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6ee6681d,USER_07585,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_02e5fcf6,USER_01639,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_28b90cd0,USER_01947,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0af1a39f,USER_01947,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c20041f2,USER_03396,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_348326f6,USER_03396,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1c5c4e9f,USER_06625,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_22610a1c,USER_06625,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0d4966a2,USER_01152,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_cc8c7ae5,USER_01152,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e98621e6,USER_06406,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_a60d30ba,USER_05840,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c7b73617,USER_02186,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_da1542d7,USER_00639,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6c259413,USER_00639,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_98921b08,USER_08837,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1cd33106,USER_08837,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_666c54b0,USER_06418,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d892aecc,USER_06418,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_8fd73891,USER_01738,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_69f7d780,USER_09884,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c50b62fe,USER_05250,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f24b4d25,USER_06678,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_de40e3bd,USER_07437,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ee4e59d2,USER_00591,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_4fa6daa7,USER_00591,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_8d0169fd,USER_06714,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_fef99a4a,USER_06714,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_399dedb2,USER_08886,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_919b8b00,USER_08886,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9bece82e,USER_08328,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d8c95167,USER_03082,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f820b429,USER_03082,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0e401854,USER_05915,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_691c5477,USER_05104,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_269e3673,USER_05104,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_cbdc2777,USER_01524,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_42e4c6c7,USER_03272,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1c94db65,USER_03272,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_acd08a85,USER_05899,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1f07fa9d,USER_02954,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ceba6d88,USER_02954,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_20bd57ba,USER_07260,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6cea6c32,USER_07260,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_888d1839,USER_09813,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_4c9da5b6,USER_01124,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6f4eb101,USER_01124,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_acab64aa,USER_01188,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_42f2d728,USER_01188,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_513c9cd0,USER_07088,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b1e9f9eb,USER_07088,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e07dd7a7,USER_06616,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_278e48bc,USER_00910,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d2771ebf,USER_00910,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_58d667ae,USER_02920,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_7a0e8cc3,USER_01358,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_299fb551,USER_09824,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_816da684,USER_08900,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_5ec75d94,USER_00948,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d0618e59,USER_00948,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_a5869a8c,USER_06627,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_030ac2be,USER_06627,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ddceee29,USER_04427,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_4762c6db,USER_02952,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_37aab832,USER_02952,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_15e0ee73,USER_01750,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_bc11fe13,USER_01750,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_00ddb2ad,USER_03846,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_bd8779b0,USER_09685,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_94e7b0ad,USER_09685,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_81165441,USER_04769,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_a52d3669,USER_04769,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_678e7681,USER_00496,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e0732332,USER_06035,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_fb695733,USER_05886,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_82adc09f,USER_04327,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ac6f862b,USER_04327,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_00dbc64c,USER_05400,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6525632d,USER_05400,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b6435a2c,USER_06717,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_59c6d5ff,USER_06717,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1abceae0,USER_05296,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_12527c8d,USER_08568,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_631fd849,USER_08568,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_5e2bbb55,USER_04654,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3aefcb35,USER_07189,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d63723dd,USER_07189,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f1311b36,USER_07671,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3d3731e7,USER_07671,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1c2f2fc0,USER_04988,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ac5569fb,USER_04988,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_be9a3174,USER_09410,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_bf883a1a,USER_08601,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3aad59f2,USER_05038,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_2ebe13cd,USER_08674,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9b14f4b5,USER_09327,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b20848f8,USER_09327,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1ffa813c,USER_03990,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_7164fc5a,USER_03990,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_cc062e5d,USER_00113,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_43195d40,USER_03673,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b1fcf4e8,USER_08586,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_23f76a79,USER_08586,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_728aac6d,USER_00207,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9c2d9f90,USER_02803,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_20b75087,USER_01825,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b9c52ac3,USER_05998,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c5abea54,USER_09175,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b2de9882,USER_01523,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_de9f8c6a,USER_01523,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_86afff1e,USER_02034,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_94d3f4dd,USER_02034,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0db4d45c,USER_00376,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_49e0711b,USER_00376,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_be50731a,USER_05651,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c87447f3,USER_01145,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_38d5862a,USER_01145,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_cc389eb1,USER_04090,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f03ed042,USER_03592,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c87550e8,USER_00002,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1ebf180f,USER_00002,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e8b124be,USER_07170,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b2d86475,USER_02556,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_2fe79e62,USER_01630,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_4335ba9e,USER_01527,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e0f4d047,USER_07143,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1bbad9ce,USER_07143,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_401a79d4,USER_06099,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e7d2177f,USER_06099,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_8ba86a38,USER_07833,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_250bfec5,USER_07833,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_25dfa6a5,USER_06296,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_305e8b5b,USER_03458,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_7fb28804,USER_03458,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_37a3e82d,USER_05231,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f8757cce,USER_05231,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_949ec2dc,USER_06258,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b158ec9b,USER_08458,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_375d662d,USER_04634,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_a589d52c,USER_04634,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_67b0e2f8,USER_06768,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d02ba74d,USER_06768,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b007a37f,USER_01422,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_bcc40f4b,USER_01422,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9110161b,USER_01535,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9de6564f,USER_01535,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1d7edff1,USER_09401,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ac64e7c9,USER_09401,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_438afaa3,USER_05012,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1d48a456,USER_03764,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_aeed0697,USER_03764,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d1c3a92b,USER_07082,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d2cb5727,USER_07082,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_88d1ec6f,USER_01219,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_e281c61f,USER_01219,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3c4b4d72,USER_07895,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_02cec8aa,USER_07895,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_56c777be,USER_06358,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_57a260d2,USER_06358,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3bc0209c,USER_01151,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_fa5a7f46,USER_01151,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_4eeb4c73,USER_00813,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_6693e055,USER_06095,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0bade81b,USER_06095,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_dbe55b65,USER_01230,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_3b2bcb8b,USER_01230,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_87b7d851,USER_09231,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_29730afa,USER_09231,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0c10234c,USER_00685,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_1390ca68,USER_00685,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_9c68c1e2,USER_04404,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ea40f33f,USER_06098,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f17e992c,USER_06098,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_0db63cdc,USER_03546,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_77cf1d26,USER_03546,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_268b24c4,USER_00354,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_d2e4738b,USER_06624,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_7a45b4e6,USER_06624,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c18ed4db,USER_08126,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c8c32311,USER_08074,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_a0a05921,USER_08533,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_180ee6aa,USER_03206,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_85f020de,USER_03206,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_12aa2a95,USER_05032,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_f0b6e630,USER_05032,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_c7f93e4d,USER_09384,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_76a632cf,USER_00132,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_86819279,USER_00132,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_b775d945,USER_00340,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_ea5ab381,USER_02257,No Coffee Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
CHAL_7d8292dd,USER_03572,No Midnight Spending Challenge,2023-08-01 00:00:00,2023-08-31 23:59:59,Active
